State_Assembly_District,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
53.0,2007,3,1758,-6.439595529536987
53.0,2008,0,2129,21.103526734926053
53.0,2008,1,2360,10.85016439643025
53.0,2008,2,2187,-7.330508474576271
53.0,2008,3,1908,-12.757201646090536
53.0,2009,0,2232,16.9811320754717
53.0,2009,1,2172,-2.6881720430107525
53.0,2009,2,2080,-4.23572744014733
53.0,2009,3,1867,-10.240384615384615
53.0,2010,0,2090,11.94429566148902
53.0,2010,1,2085,-0.23923444976076555
53.0,2010,2,1797,-13.81294964028777
53.0,2010,3,2094,16.52754590984975
53.0,2011,0,2621,25.16714422158548
53.0,2011,1,2469,-5.7993132392216715
53.0,2011,2,2220,-10.08505467800729
53.0,2011,3,2040,-8.108108108108109
53.0,2012,0,2287,12.107843137254902
53.0,2012,1,2260,-1.1805859204197637
53.0,2012,2,1906,-15.663716814159292
53.0,2012,3,1598,-16.1594963273872
53.0,2013,0,2211,38.360450563204004
53.0,2013,1,2206,-0.22614201718679333
53.0,2013,2,2172,-1.5412511332728922
53.0,2013,3,1812,-16.574585635359114
53.0,2014,0,2092,15.45253863134658
53.0,2014,1,2184,4.397705544933078
53.0,2014,2,1831,-16.163003663003664
53.0,2014,3,1494,-18.405243036592026
53.0,2015,0,1495,0.06693440428380187
53.0,2015,1,1659,10.96989966555184
53.0,2015,2,1571,-5.304400241109102
53.0,2015,3,1483,-5.601527689369829
53.0,2016,0,1649,11.193526635198921
53.0,2016,1,1537,-6.791995148574894
53.0,2016,2,1297,-15.614834092387769
53.0,2016,3,1351,4.163454124903624
53.0,2017,0,1452,7.475943745373797
53.0,2017,1,1487,2.4104683195592287
53.0,2017,2,1335,-10.221923335574983
53.0,2017,3,1286,-3.6704119850187267
53.0,2018,0,1317,2.410575427682737
53.0,2018,1,1189,-9.719058466211086
53.0,2018,2,1142,-3.9529015979814974
53.0,2018,3,1012,-11.38353765323993
53.0,2019,0,1167,15.316205533596838
53.0,2019,1,1111,-4.7986289631533845
53.0,2019,2,1057,-4.86048604860486
53.0,2019,3,931,-11.920529801324504
53.0,2020,0,870,-6.552094522019335
53.0,2020,1,552,-36.55172413793103
53.0,2020,2,603,9.239130434782608
53.0,2020,3,679,12.603648424543948
53.0,2021,0,827,21.79675994108984
53.0,2021,1,705,-14.752116082224909
53.0,2021,2,833,18.156028368794328
53.0,2021,3,809,-2.881152460984394
53.0,2022,0,863,6.6749072929542645
53.0,2022,1,1007,16.685979142526072
53.0,2022,2,924,-8.24230387288977
53.0,2022,3,921,-0.3246753246753247
53.0,2023,0,1031,11.943539630836048
53.0,2023,1,1077,4.461687681862269
54.0,2006,0,2025,
54.0,2006,1,2036,0.5432098765432098
54.0,2006,2,1788,-12.180746561886052
54.0,2006,3,1947,8.89261744966443
54.0,2007,0,2229,14.48382126348228
54.0,2007,1,2198,-1.3907581875280395
54.0,2007,2,2398,9.099181073703367
54.0,2007,3,2259,-5.7964970809007506
54.0,2008,0,2556,13.147410358565736
54.0,2008,1,2594,1.486697965571205
54.0,2008,2,2541,-2.043176561295297
54.0,2008,3,2410,-5.155450609996064
54.0,2009,0,2657,10.248962655601659
54.0,2009,1,2728,2.6721866767030487
54.0,2009,2,2654,-2.7126099706744866
54.0,2009,3,2490,-6.179351921627732
54.0,2010,0,2615,5.020080321285141
54.0,2010,1,2883,10.248565965583174
54.0,2010,2,2626,-8.914325355532432
54.0,2010,3,2659,1.2566641279512565
54.0,2011,0,2959,11.282437006393382
54.0,2011,1,2943,-0.5407232173031429
54.0,2011,2,2658,-9.683995922528032
54.0,2011,3,2228,-16.17757712565839
54.0,2012,0,2863,28.50089766606822
54.0,2012,1,2834,-1.0129235068110374
54.0,2012,2,2724,-3.8814396612561755
54.0,2012,3,1997,-26.688693098384732
54.0,2013,0,2375,18.928392588883327
54.0,2013,1,2439,2.694736842105263
54.0,2013,2,2216,-9.143091430914309
54.0,2013,3,1940,-12.454873646209386
54.0,2014,0,2172,11.958762886597938
54.0,2014,1,2221,2.255985267034991
54.0,2014,2,1973,-11.166141377757768
54.0,2014,3,1532,-22.351748606183477
54.0,2015,0,1348,-12.010443864229766
54.0,2015,1,1716,27.299703264094955
54.0,2015,2,1880,9.557109557109557
54.0,2015,3,1505,-19.9468085106383
54.0,2016,0,1540,2.3255813953488373
54.0,2016,1,1508,-2.0779220779220777
54.0,2016,2,1358,-9.946949602122016
54.0,2016,3,1216,-10.456553755522828
54.0,2017,0,1227,0.9046052631578948
54.0,2017,1,1330,8.394458027709861
54.0,2017,2,1245,-6.390977443609022
54.0,2017,3,1226,-1.5261044176706828
54.0,2018,0,1055,-13.947797716150081
54.0,2018,1,1064,0.8530805687203791
54.0,2018,2,1081,1.5977443609022555
54.0,2018,3,927,-14.246068455134134
54.0,2019,0,983,6.0409924487594395
54.0,2019,1,960,-2.3397761953204474
54.0,2019,2,1022,6.458333333333334
54.0,2019,3,861,-15.753424657534246
54.0,2020,0,837,-2.7874564459930316
54.0,2020,1,479,-42.77180406212665
54.0,2020,2,556,16.075156576200417
54.0,2020,3,693,24.640287769784173
54.0,2021,0,698,0.7215007215007215
54.0,2021,1,586,-16.045845272206304
54.0,2021,2,759,29.522184300341298
54.0,2021,3,654,-13.83399209486166
54.0,2022,0,498,-23.853211009174313
54.0,2022,1,551,10.642570281124499
54.0,2022,2,478,-13.248638838475499
54.0,2022,3,563,17.782426778242677
54.0,2023,0,598,6.216696269982238
54.0,2023,1,761,27.257525083612038
55.0,2006,0,2861,
55.0,2006,1,2953,3.215658860538273
55.0,2006,2,2906,-1.591601760921097
55.0,2006,3,2778,-4.40467997247075
55.0,2007,0,3159,13.714902807775378
55.0,2007,1,3258,3.133903133903134
55.0,2007,2,3455,6.046654389195825
55.0,2007,3,2909,-15.803183791606369
55.0,2008,0,3315,13.956686146442078
55.0,2008,1,3028,-8.65761689291101
55.0,2008,2,3086,1.915455746367239
55.0,2008,3,3234,4.795852235904083
55.0,2009,0,3777,16.79035250463822
55.0,2009,1,3720,-1.5091342335186657
55.0,2009,2,3478,-6.505376344086021
55.0,2009,3,3188,-8.338125359401955
55.0,2010,0,3722,16.750313676286073
55.0,2010,1,3922,5.373455131649651
55.0,2010,2,3796,-3.212646608873024
55.0,2010,3,3591,-5.400421496311907
55.0,2011,0,3941,9.746588693957115
55.0,2011,1,4203,6.648058868307537
55.0,2011,2,4494,6.923625981441828
55.0,2011,3,3738,-16.822429906542055
55.0,2012,0,4480,19.850187265917604
55.0,2012,1,3791,-15.379464285714286
55.0,2012,2,3915,3.27090477446584
55.0,2012,3,2932,-25.108556832694763
55.0,2013,0,3654,24.624829467939975
55.0,2013,1,3552,-2.7914614121510675
55.0,2013,2,3310,-6.813063063063063
55.0,2013,3,3011,-9.033232628398792
55.0,2014,0,3173,5.3802723347725
55.0,2014,1,3438,8.351717617396785
55.0,2014,2,3763,9.453170447934847
55.0,2014,3,2422,-35.63646027106032
55.0,2015,0,2649,9.372419488026425
55.0,2015,1,2839,7.172517931294828
55.0,2015,2,2976,4.825642831983093
55.0,2015,3,2163,-27.318548387096776
55.0,2016,0,2401,11.003236245954692
55.0,2016,1,2501,4.164931278633902
55.0,2016,2,2479,-0.8796481407437026
55.0,2016,3,1969,-20.572811617587735
55.0,2017,0,2042,3.7074657186389035
55.0,2017,1,1930,-5.484818805093046
55.0,2017,2,1966,1.865284974093264
55.0,2017,3,1885,-4.120040691759918
55.0,2018,0,1904,1.0079575596816976
55.0,2018,1,2023,6.25
55.0,2018,2,1647,-18.586258032624812
55.0,2018,3,1473,-10.564663023679417
55.0,2019,0,1545,4.887983706720977
55.0,2019,1,1367,-11.521035598705502
55.0,2019,2,1459,6.730065837600585
55.0,2019,3,1209,-17.135023989033584
55.0,2020,0,1085,-10.256410256410255
55.0,2020,1,853,-21.382488479262673
55.0,2020,2,737,-13.599062133645957
55.0,2020,3,927,25.780189959294436
55.0,2021,0,960,3.559870550161812
55.0,2021,1,774,-19.375
55.0,2021,2,878,13.436692506459949
55.0,2021,3,852,-2.9612756264236904
55.0,2022,0,1085,27.347417840375588
55.0,2022,1,1256,15.76036866359447
55.0,2022,2,1139,-9.315286624203821
55.0,2022,3,1383,21.422300263388937
55.0,2023,0,1647,19.088937093275486
55.0,2023,1,1586,-3.7037037037037033
56.0,2006,0,2329,
56.0,2006,1,2258,-3.0485186775440103
56.0,2006,2,2341,3.6758193091231175
56.0,2006,3,2281,-2.5630072618539086
56.0,2007,0,2678,17.404647084612012
56.0,2007,1,2606,-2.68857356235997
56.0,2007,2,3052,17.114351496546433
56.0,2007,3,2692,-11.795543905635649
56.0,2008,0,3136,16.493313521545318
56.0,2008,1,2645,-15.656887755102042
56.0,2008,2,2698,2.003780718336484
56.0,2008,3,2618,-2.965159377316531
56.0,2009,0,3187,21.73414820473644
56.0,2009,1,3045,-4.455600878569188
56.0,2009,2,3460,13.628899835796387
56.0,2009,3,3136,-9.364161849710982
56.0,2010,0,3160,0.7653061224489796
56.0,2010,1,3397,7.5
56.0,2010,2,3097,-8.831321754489254
56.0,2010,3,2792,-9.848240232483048
56.0,2011,0,2917,4.477077363896848
56.0,2011,1,3264,11.895783339046966
56.0,2011,2,3004,-7.965686274509803
56.0,2011,3,2627,-12.549933422103862
56.0,2012,0,2898,10.315949752569471
56.0,2012,1,2983,2.933057280883368
56.0,2012,2,3131,4.96144820650352
56.0,2012,3,2586,-17.40657936761418
56.0,2013,0,2871,11.020881670533642
56.0,2013,1,2942,2.4730059212817834
56.0,2013,2,3061,4.044867437117607
56.0,2013,3,2646,-13.55766089513231
56.0,2014,0,2512,-5.064247921390779
56.0,2014,1,2726,8.519108280254777
56.0,2014,2,2669,-2.090975788701394
56.0,2014,3,2019,-24.353690520794306
56.0,2015,0,2061,2.080237741456166
56.0,2015,1,2162,4.90053372149442
56.0,2015,2,2100,-2.8677150786308974
56.0,2015,3,1830,-12.857142857142856
56.0,2016,0,2152,17.595628415300546
56.0,2016,1,1779,-17.33271375464684
56.0,2016,2,1837,3.2602585722315904
56.0,2016,3,1784,-2.885138813282526
56.0,2017,0,1728,-3.1390134529147984
56.0,2017,1,1647,-4.6875
56.0,2017,2,1722,4.553734061930783
56.0,2017,3,1513,-12.137049941927991
56.0,2018,0,1651,9.120951751487112
56.0,2018,1,1532,-7.207752877044216
56.0,2018,2,1453,-5.1566579634464755
56.0,2018,3,1200,-17.412250516173433
56.0,2019,0,1257,4.75
56.0,2019,1,1334,6.125696101829754
56.0,2019,2,1242,-6.896551724137931
56.0,2019,3,1090,-12.238325281803544
56.0,2020,0,1165,6.8807339449541285
56.0,2020,1,833,-28.49785407725322
56.0,2020,2,807,-3.12124849939976
56.0,2020,3,1052,30.359355638166047
56.0,2021,0,978,-7.0342205323193925
56.0,2021,1,886,-9.406952965235174
56.0,2021,2,1019,15.011286681715575
56.0,2021,3,1009,-0.9813542688910697
56.0,2022,0,1199,18.830525272547078
56.0,2022,1,1290,7.589658048373645
56.0,2022,2,1080,-16.27906976744186
56.0,2022,3,1070,-0.9259259259259258
56.0,2023,0,1263,18.037383177570092
56.0,2023,1,1396,10.530482977038796
57.0,2006,0,1989,
57.0,2006,1,1950,-1.9607843137254901
57.0,2006,2,1868,-4.205128205128205
57.0,2006,3,1853,-0.8029978586723768
57.0,2007,0,2020,9.01241230437129
57.0,2007,1,2088,3.3663366336633667
57.0,2007,2,2102,0.6704980842911877
57.0,2007,3,1880,-10.561370123691722
57.0,2008,0,2131,13.351063829787236
57.0,2008,1,1766,-17.12810886907555
57.0,2008,2,1687,-4.4733861834654585
57.0,2008,3,1651,-2.133965619442798
57.0,2009,0,1890,14.476075105996367
57.0,2009,1,1939,2.5925925925925926
57.0,2009,2,2024,4.383702939659619
57.0,2009,3,1764,-12.845849802371543
57.0,2010,0,1932,9.523809523809524
57.0,2010,1,2123,9.886128364389233
57.0,2010,2,1930,-9.090909090909092
57.0,2010,3,1824,-5.492227979274611
57.0,2011,0,1743,-4.440789473684211
57.0,2011,1,1778,2.0080321285140563
57.0,2011,2,1753,-1.40607424071991
57.0,2011,3,1664,-5.077010838562464
57.0,2012,0,2039,22.536057692307693
57.0,2012,1,1924,-5.640019617459539
57.0,2012,2,1771,-7.952182952182953
57.0,2012,3,1672,-5.590062111801243
57.0,2013,0,1772,5.980861244019139
57.0,2013,1,1873,5.699774266365688
57.0,2013,2,1672,-10.731446876668446
57.0,2013,3,1665,-0.41866028708133973
57.0,2014,0,1772,6.426426426426427
57.0,2014,1,2007,13.261851015801355
57.0,2014,2,1792,-10.712506228201295
57.0,2014,3,1358,-24.21875
57.0,2015,0,1420,4.565537555228277
57.0,2015,1,1453,2.323943661971831
57.0,2015,2,1450,-0.20646937370956642
57.0,2015,3,1371,-5.448275862068966
57.0,2016,0,1412,2.9905178701677606
57.0,2016,1,1294,-8.356940509915015
57.0,2016,2,1287,-0.5409582689335394
57.0,2016,3,1401,8.857808857808857
57.0,2017,0,1248,-10.920770877944326
57.0,2017,1,1111,-10.977564102564102
57.0,2017,2,1157,4.14041404140414
57.0,2017,3,1069,-7.605877268798617
57.0,2018,0,977,-8.606173994387278
57.0,2018,1,891,-8.802456499488228
57.0,2018,2,785,-11.896745230078563
57.0,2018,3,734,-6.496815286624204
57.0,2019,0,815,11.035422343324251
57.0,2019,1,762,-6.5030674846625764
57.0,2019,2,735,-3.543307086614173
57.0,2019,3,651,-11.428571428571429
57.0,2020,0,641,-1.5360983102918586
57.0,2020,1,481,-24.960998439937597
57.0,2020,2,376,-21.82952182952183
57.0,2020,3,466,23.93617021276596
57.0,2021,0,486,4.291845493562231
57.0,2021,1,404,-16.872427983539097
57.0,2021,2,495,22.524752475247524
57.0,2021,3,478,-3.4343434343434343
57.0,2022,0,518,8.368200836820083
57.0,2022,1,660,27.413127413127413
57.0,2022,2,522,-20.909090909090907
57.0,2022,3,556,6.513409961685824
57.0,2023,0,770,38.489208633093526
57.0,2023,1,722,-6.233766233766234
58.0,2006,0,1037,
58.0,2006,1,1181,13.886210221793634
58.0,2006,2,1055,-10.668924640135478
58.0,2006,3,1042,-1.2322274881516588
58.0,2007,0,1246,19.577735124760075
58.0,2007,1,1144,-8.186195826645266
58.0,2007,2,1329,16.171328671328673
58.0,2007,3,1097,-17.45673438675696
58.0,2008,0,1065,-2.917046490428441
58.0,2008,1,1058,-0.6572769953051643
58.0,2008,2,1052,-0.5671077504725899
58.0,2008,3,1026,-2.4714828897338403
58.0,2009,0,1181,15.107212475633528
58.0,2009,1,1223,3.556308213378493
58.0,2009,2,1205,-1.4717906786590351
58.0,2009,3,1139,-5.477178423236515
58.0,2010,0,1171,2.809482001755926
58.0,2010,1,1235,5.465414175918019
58.0,2010,2,1030,-16.599190283400812
58.0,2010,3,873,-15.242718446601941
58.0,2011,0,1097,25.658648339060708
58.0,2011,1,1199,9.298085688240656
58.0,2011,2,1173,-2.168473728106756
58.0,2011,3,1092,-6.905370843989769
58.0,2012,0,1368,25.274725274725274
58.0,2012,1,1421,3.874269005847953
58.0,2012,2,1417,-0.28149190710767064
58.0,2012,3,895,-36.838390966831334
58.0,2013,0,1180,31.843575418994412
58.0,2013,1,1198,1.5254237288135595
58.0,2013,2,1323,10.434056761268781
58.0,2013,3,1146,-13.378684807256235
58.0,2014,0,1249,8.987783595113438
58.0,2014,1,1347,7.846277021617294
58.0,2014,2,1551,15.14476614699332
58.0,2014,3,1205,-22.308188265635074
58.0,2015,0,1097,-8.962655601659751
58.0,2015,1,1380,25.797629899726527
58.0,2015,2,1279,-7.3188405797101455
58.0,2015,3,944,-26.192337763878033
58.0,2016,0,1046,10.805084745762713
58.0,2016,1,1135,8.508604206500955
58.0,2016,2,974,-14.185022026431717
58.0,2016,3,966,-0.8213552361396305
58.0,2017,0,982,1.6563146997929608
58.0,2017,1,935,-4.786150712830957
58.0,2017,2,801,-14.331550802139038
58.0,2017,3,846,5.617977528089887
58.0,2018,0,999,18.085106382978726
58.0,2018,1,795,-20.42042042042042
58.0,2018,2,753,-5.283018867924529
58.0,2018,3,768,1.9920318725099602
58.0,2019,0,745,-2.994791666666667
58.0,2019,1,717,-3.7583892617449663
58.0,2019,2,710,-0.9762900976290098
58.0,2019,3,516,-27.323943661971832
58.0,2020,0,514,-0.3875968992248062
58.0,2020,1,320,-37.7431906614786
58.0,2020,2,394,23.125
58.0,2020,3,478,21.31979695431472
58.0,2021,0,563,17.782426778242677
58.0,2021,1,522,-7.282415630550622
58.0,2021,2,484,-7.2796934865900385
58.0,2021,3,484,0.0
58.0,2022,0,529,9.297520661157025
58.0,2022,1,674,27.410207939508506
58.0,2022,2,582,-13.649851632047477
58.0,2022,3,595,2.2336769759450172
58.0,2023,0,738,24.03361344537815
58.0,2023,1,735,-0.40650406504065045
59.0,2006,0,564,
59.0,2006,1,647,14.716312056737587
59.0,2006,2,581,-10.200927357032457
59.0,2006,3,602,3.614457831325301
59.0,2007,0,585,-2.823920265780731
59.0,2007,1,575,-1.7094017094017095
59.0,2007,2,713,24.0
59.0,2007,3,650,-8.835904628330995
59.0,2008,0,550,-15.384615384615385
59.0,2008,1,684,24.363636363636363
59.0,2008,2,580,-15.204678362573098
59.0,2008,3,584,0.6896551724137931
59.0,2009,0,541,-7.363013698630137
59.0,2009,1,596,10.166358595194085
59.0,2009,2,635,6.543624161073826
59.0,2009,3,585,-7.874015748031496
59.0,2010,0,643,9.914529914529915
59.0,2010,1,641,-0.3110419906687403
59.0,2010,2,659,2.80811232449298
59.0,2010,3,584,-11.380880121396055
59.0,2011,0,661,13.184931506849315
59.0,2011,1,724,9.531013615733738
59.0,2011,2,656,-9.392265193370166
59.0,2011,3,743,13.26219512195122
59.0,2012,0,709,-4.5760430686406455
59.0,2012,1,791,11.56558533145275
59.0,2012,2,641,-18.963337547408344
59.0,2012,3,578,-9.82839313572543
59.0,2013,0,632,9.342560553633218
59.0,2013,1,678,7.2784810126582276
59.0,2013,2,645,-4.867256637168142
59.0,2013,3,573,-11.162790697674419
59.0,2014,0,628,9.598603839441536
59.0,2014,1,717,14.171974522292993
59.0,2014,2,787,9.762900976290098
59.0,2014,3,537,-31.76620076238882
59.0,2015,0,552,2.793296089385475
59.0,2015,1,601,8.876811594202898
59.0,2015,2,531,-11.647254575707153
59.0,2015,3,555,4.519774011299435
59.0,2016,0,650,17.117117117117118
59.0,2016,1,603,-7.230769230769231
59.0,2016,2,566,-6.135986733001658
59.0,2016,3,527,-6.890459363957597
59.0,2017,0,511,-3.0360531309297913
59.0,2017,1,610,19.373776908023483
59.0,2017,2,529,-13.278688524590162
59.0,2017,3,542,2.4574669187145557
59.0,2018,0,552,1.8450184501845017
59.0,2018,1,506,-8.333333333333332
59.0,2018,2,455,-10.079051383399209
59.0,2018,3,381,-16.263736263736263
59.0,2019,0,399,4.724409448818897
59.0,2019,1,399,0.0
59.0,2019,2,337,-15.538847117794486
59.0,2019,3,305,-9.495548961424333
59.0,2020,0,299,-1.9672131147540985
59.0,2020,1,145,-51.50501672240802
59.0,2020,2,222,53.103448275862064
59.0,2020,3,310,39.63963963963964
59.0,2021,0,287,-7.419354838709677
59.0,2021,1,301,4.878048780487805
59.0,2021,2,272,-9.634551495016613
59.0,2021,3,280,2.941176470588235
59.0,2022,0,284,1.4285714285714286
59.0,2022,1,385,35.563380281690144
59.0,2022,2,407,5.714285714285714
59.0,2022,3,397,-2.457002457002457
59.0,2023,0,437,10.075566750629724
59.0,2023,1,489,11.899313501144166
60.0,2006,0,1594,
60.0,2006,1,1751,9.84943538268507
60.0,2006,2,1793,2.3986293546544832
60.0,2006,3,1711,-4.573340769659788
60.0,2007,0,1741,1.7533606078316772
60.0,2007,1,1745,0.22975301550832855
60.0,2007,2,1981,13.5243553008596
60.0,2007,3,1847,-6.764260474507824
60.0,2008,0,1881,1.8408229561451002
60.0,2008,1,1786,-5.05050505050505
60.0,2008,2,1795,0.503919372900336
60.0,2008,3,1656,-7.743732590529248
60.0,2009,0,2145,29.528985507246375
60.0,2009,1,2206,2.843822843822844
60.0,2009,2,2139,-3.0371713508612874
60.0,2009,3,1892,-11.547452080411407
60.0,2010,0,1969,4.069767441860465
60.0,2010,1,2262,14.880650076180801
60.0,2010,2,2131,-5.7913351016799295
60.0,2010,3,1870,-12.247770999530736
60.0,2011,0,2168,15.935828877005347
60.0,2011,1,2225,2.6291512915129154
60.0,2011,2,2360,6.067415730337078
60.0,2011,3,2004,-15.084745762711865
60.0,2012,0,2252,12.375249500998004
60.0,2012,1,2213,-1.7317939609236235
60.0,2012,2,2335,5.5128784455490285
60.0,2012,3,1839,-21.241970021413277
60.0,2013,0,2076,12.887438825448614
60.0,2013,1,2242,7.996146435452794
60.0,2013,2,1957,-12.711864406779661
60.0,2013,3,1886,-3.6280020439448135
60.0,2014,0,1895,0.47720042417815484
60.0,2014,1,2086,10.07915567282322
60.0,2014,2,2307,10.594439117929051
60.0,2014,3,1746,-24.317295188556567
60.0,2015,0,1700,-2.6345933562428407
60.0,2015,1,2014,18.470588235294116
60.0,2015,2,1953,-3.028798411122145
60.0,2015,3,1510,-22.68305171530978
60.0,2016,0,1513,0.1986754966887417
60.0,2016,1,1529,1.0575016523463316
60.0,2016,2,1480,-3.2047089601046435
60.0,2016,3,1417,-4.256756756756757
60.0,2017,0,1285,-9.31545518701482
60.0,2017,1,1129,-12.140077821011673
60.0,2017,2,1105,-2.1257750221434897
60.0,2017,3,935,-15.384615384615385
60.0,2018,0,928,-0.7486631016042781
60.0,2018,1,1028,10.775862068965516
60.0,2018,2,920,-10.505836575875486
60.0,2018,3,717,-22.065217391304348
60.0,2019,0,786,9.623430962343097
60.0,2019,1,804,2.2900763358778624
60.0,2019,2,764,-4.975124378109453
60.0,2019,3,641,-16.099476439790575
60.0,2020,0,607,-5.30421216848674
60.0,2020,1,358,-41.02141680395387
60.0,2020,2,330,-7.82122905027933
60.0,2020,3,468,41.81818181818181
60.0,2021,0,579,23.717948717948715
60.0,2021,1,438,-24.352331606217618
60.0,2021,2,535,22.146118721461185
60.0,2021,3,539,0.7476635514018692
60.0,2022,0,866,60.667903525046384
60.0,2022,1,1075,24.133949191685915
60.0,2022,2,1041,-3.1627906976744184
60.0,2022,3,1126,8.165225744476464
60.0,2023,0,1317,16.962699822380106
60.0,2023,1,1289,-2.126044039483675
61.0,2006,0,1631,
61.0,2006,1,1887,15.695892090741875
61.0,2006,2,1851,-1.9077901430842605
61.0,2006,3,1704,-7.941653160453808
61.0,2007,0,1843,8.157276995305164
61.0,2007,1,1850,0.3798155181768855
61.0,2007,2,1945,5.135135135135135
61.0,2007,3,1831,-5.861182519280206
61.0,2008,0,2071,13.107591480065539
61.0,2008,1,2165,4.53887011105746
61.0,2008,2,2312,6.789838337182448
61.0,2008,3,2008,-13.148788927335639
61.0,2009,0,2246,11.852589641434264
61.0,2009,1,2128,-5.253784505788068
61.0,2009,2,1866,-12.31203007518797
61.0,2009,3,1803,-3.376205787781351
61.0,2010,0,2039,13.089295618413754
61.0,2010,1,2254,10.544384502206965
61.0,2010,2,2028,-10.02661934338953
61.0,2010,3,1911,-5.769230769230769
61.0,2011,0,2051,7.326007326007327
61.0,2011,1,2249,9.653827401267675
61.0,2011,2,1898,-15.606936416184972
61.0,2011,3,2376,25.18440463645943
61.0,2012,0,2353,-0.968013468013468
61.0,2012,1,2166,-7.947301317467064
61.0,2012,2,2232,3.0470914127423825
61.0,2012,3,1521,-31.85483870967742
61.0,2013,0,1650,8.481262327416173
61.0,2013,1,1853,12.303030303030303
61.0,2013,2,2037,9.92984349703184
61.0,2013,3,1829,-10.21109474717722
61.0,2014,0,2101,14.87151448879169
61.0,2014,1,2296,9.281294621608756
61.0,2014,2,2001,-12.848432055749129
61.0,2014,3,1568,-21.639180409795102
61.0,2015,0,1603,2.232142857142857
61.0,2015,1,1731,7.985028072364317
61.0,2015,2,1820,5.141536683997689
61.0,2015,3,1599,-12.142857142857142
61.0,2016,0,1871,17.010631644777988
61.0,2016,1,1988,6.253340459647247
61.0,2016,2,1978,-0.5030181086519114
61.0,2016,3,1939,-1.9716885743174923
61.0,2017,0,1653,-14.7498710675606
61.0,2017,1,1873,13.309134906231096
61.0,2017,2,1743,-6.9407367859049645
61.0,2017,3,1563,-10.327022375215146
61.0,2018,0,1621,3.7108125399872045
61.0,2018,1,1621,0.0
61.0,2018,2,1616,-0.30845157310302285
61.0,2018,3,1527,-5.507425742574258
61.0,2019,0,1607,5.239030779305828
61.0,2019,1,1378,-14.250155569383946
61.0,2019,2,1382,0.29027576197387517
61.0,2019,3,1248,-9.696092619392186
61.0,2020,0,1184,-5.128205128205128
61.0,2020,1,664,-43.91891891891892
61.0,2020,2,722,8.734939759036145
61.0,2020,3,976,35.18005540166205
61.0,2021,0,1050,7.581967213114754
61.0,2021,1,945,-10.0
61.0,2021,2,1074,13.65079365079365
61.0,2021,3,1121,4.376163873370578
61.0,2022,0,1188,5.976806422836753
61.0,2022,1,1343,13.047138047138047
61.0,2022,2,1278,-4.839910647803425
61.0,2022,3,1213,-5.086071987480438
61.0,2023,0,1355,11.70651277823578
61.0,2023,1,1577,16.383763837638377
62.0,2006,0,329,
62.0,2006,1,379,15.19756838905775
62.0,2006,2,367,-3.16622691292876
62.0,2006,3,303,-17.43869209809264
62.0,2007,0,352,16.17161716171617
62.0,2007,1,315,-10.511363636363637
62.0,2007,2,340,7.936507936507936
62.0,2007,3,369,8.529411764705882
62.0,2008,0,414,12.195121951219512
62.0,2008,1,480,15.942028985507244
62.0,2008,2,380,-20.833333333333336
62.0,2008,3,465,22.36842105263158
62.0,2009,0,448,-3.655913978494624
62.0,2009,1,459,2.455357142857143
62.0,2009,2,441,-3.9215686274509802
62.0,2009,3,491,11.337868480725625
62.0,2010,0,462,-5.906313645621181
62.0,2010,1,424,-8.225108225108226
62.0,2010,2,519,22.40566037735849
62.0,2010,3,409,-21.19460500963391
62.0,2011,0,454,11.00244498777506
62.0,2011,1,556,22.46696035242291
62.0,2011,2,440,-20.863309352517987
62.0,2011,3,381,-13.40909090909091
62.0,2012,0,510,33.85826771653544
62.0,2012,1,389,-23.72549019607843
62.0,2012,2,428,10.025706940874036
62.0,2012,3,376,-12.149532710280374
62.0,2013,0,480,27.659574468085108
62.0,2013,1,442,-7.916666666666666
62.0,2013,2,454,2.7149321266968327
62.0,2013,3,476,4.845814977973569
62.0,2014,0,446,-6.302521008403361
62.0,2014,1,516,15.695067264573993
62.0,2014,2,426,-17.441860465116278
62.0,2014,3,389,-8.685446009389672
62.0,2015,0,431,10.796915167095115
62.0,2015,1,410,-4.872389791183294
62.0,2015,2,433,5.609756097560976
62.0,2015,3,393,-9.237875288683602
62.0,2016,0,416,5.852417302798982
62.0,2016,1,476,14.423076923076922
62.0,2016,2,465,-2.3109243697478994
62.0,2016,3,402,-13.548387096774196
62.0,2017,0,487,21.144278606965177
62.0,2017,1,510,4.722792607802875
62.0,2017,2,478,-6.2745098039215685
62.0,2017,3,371,-22.384937238493723
62.0,2018,0,379,2.15633423180593
62.0,2018,1,377,-0.5277044854881267
62.0,2018,2,299,-20.689655172413794
62.0,2018,3,364,21.73913043478261
62.0,2019,0,319,-12.362637362637363
62.0,2019,1,332,4.075235109717868
62.0,2019,2,279,-15.963855421686745
62.0,2019,3,230,-17.562724014336915
62.0,2020,0,226,-1.7391304347826086
62.0,2020,1,200,-11.504424778761061
62.0,2020,2,191,-4.5
62.0,2020,3,216,13.089005235602095
62.0,2021,0,248,14.814814814814813
62.0,2021,1,224,-9.67741935483871
62.0,2021,2,218,-2.6785714285714284
62.0,2021,3,204,-6.422018348623854
62.0,2022,0,237,16.176470588235293
62.0,2022,1,281,18.565400843881857
62.0,2022,2,214,-23.843416370106763
62.0,2022,3,336,57.009345794392516
