Zipcode,Year,Population,Economy: Median worker earnings,Economy: Percent below poverty level,Economy: Unemployment rate,Race: White,Race: Black or African American,Race: American Indian and Alaska Native,Race: Asian,Race: Native Hawaiian and Other Pacific Islander,Race: Other,Race: Two or more,Ethnicity: Hispanic or Latino,Ethnicity: Not Hispanic or Latino,Immigration: Native-born,Immigration: Native-born – in the US,"Immigration: Native-born – in Puerto Rico, US islands, or abroad to US parents",Immigration: Foreign-born,Immigration: Foreign-born – Naturalized citizen,Immigration: Foreign-born: Not US citizen,Immigration: Foreign-born – Europe,Immigration: Foreign-born – Asia,Immigration: Foreign-born – Africa,Immigration: Foreign-born – Oceania,Immigration: Foreign-born – Latin America,Immigration: Foreign-born – North America,Language: Population 5+ years,Language: English only,Language: Not English,Language: Not English – Speaks English 'less than well',Language: Spanish,Language: Spanish – Speaks English 'less than well',Language: Other Indo-European,Language: Other Indo-European – Speaks English 'less than well',Language: Asian and Pacific Islander,Language: Asian and Pacific Islander – Speaks English 'less than well',Language: Other,Language: Other – Speaks English 'less than well'
10171,2011,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10175,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,2011,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10178,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,2011,24342,53344,12.2,5.6,18629,620,0,3686,0,755,652,1412,22930,18145,17696,449,6197,3111,3086,2330,2662,106,118,705,276,23528,16763,6765,2624,1335,451,2555,688,2623,1485,252,0
10013,2011,25942,44499,15.4,5.8,13217,996,42,10502,10,463,712,1491,24451,16777,16457,320,9165,4945,4220,1113,7110,41,55,557,289,24579,13536,11043,6163,979,156,1441,170,8387,5837,236,0
10014,2011,31685,71081,7.3,6.5,28206,552,5,1816,0,445,661,1685,30000,26221,25564,657,5464,2536,2928,2615,1341,157,336,775,240,30741,24581,6160,929,1316,141,3461,527,907,261,476,0
10002,2011,81335,28916,28.0,10.5,24793,5653,205,37432,13,10665,2574,19954,61381,45398,39870,5528,35937,20605,15332,2397,28754,183,151,4220,232,78085,26352,51733,32620,15506,6770,2538,828,32773,24902,916,120
10003,2011,55190,52029,12.4,6.9,42415,1971,131,7773,11,1411,1478,4238,50952,44347,43058,1289,10843,5226,5617,3881,4734,344,181,1197,506,53830,40990,12840,3124,3122,606,4285,506,4939,1962,494,50
10009,2011,62335,46457,20.2,7.4,36614,5430,157,10020,0,7885,2229,15097,47238,46744,42245,4499,15591,7809,7782,3990,6881,494,303,3718,205,60321,37694,22627,9792,11042,4605,5229,1790,5776,3338,580,59
10004,2011,2604,92818,10.1,9.0,1872,159,0,408,0,48,117,191,2413,1888,1822,66,716,373,343,161,386,0,0,153,16,2397,1754,643,89,104,31,251,22,276,36,12,0
10005,2011,4935,75852,9.7,6.2,3719,51,1,1014,0,10,140,172,4763,3564,3530,34,1371,271,1100,515,468,61,82,97,148,4770,3371,1399,216,166,16,586,63,591,116,56,21
10006,2011,2722,88632,11.3,8.7,1702,87,0,602,0,217,114,265,2457,1916,1860,56,806,250,556,228,336,17,0,212,13,2681,1737,944,292,120,20,236,95,530,177,58,0
10007,2011,5892,101496,1.9,5.3,4237,406,0,797,0,276,176,530,5362,4476,4333,143,1416,349,1067,585,367,56,24,288,96,5419,3762,1657,430,476,228,555,75,567,127,59,0
10038,2011,19530,47363,22.9,5.2,9283,1497,238,6398,0,1573,541,2869,16661,13568,12897,671,5962,3173,2789,779,4233,124,28,651,147,18732,10482,8250,3613,2323,542,987,78,4781,2946,159,47
10280,2011,7741,90025,3.7,2.8,5443,125,0,1623,0,254,296,594,7147,5106,4978,128,2635,1173,1462,853,1114,76,68,343,181,7222,4323,2899,591,594,10,1168,293,1043,254,94,34
10048,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10281,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282,2011,5027,157038,7.2,2.4,3293,28,17,624,0,746,319,998,4029,3106,3004,102,1921,366,1555,991,406,63,116,302,43,4174,2395,1779,653,764,384,667,97,338,172,10,0
10279,2011,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10270,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271,2011,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10041,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278,2011,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10043,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,2011,23798,32745,22.3,12.0,11766,4017,187,4403,0,3016,409,8944,14854,14805,14350,455,8993,3772,5221,969,3434,116,64,4205,205,22097,9851,12246,5468,6904,3147,2975,1226,2194,1036,173,59
11102,2011,33432,30109,16.1,9.3,19511,2417,304,5334,38,5039,789,11628,21804,17496,16575,921,15936,7359,8577,3719,4222,602,19,7342,32,31418,11631,19787,9155,9812,5316,6963,2307,2339,1224,673,308
11103,2011,36508,37627,13.9,9.1,27631,954,108,4339,26,2619,831,8996,27512,19383,18568,815,17125,9652,7473,6321,3812,905,37,5994,56,34860,13352,21508,10733,7531,4006,10310,4910,2128,1064,1539,753
11104,2011,26230,32020,9.9,6.0,16501,361,39,7730,0,1087,512,6849,19381,11758,11156,602,14472,6452,8020,2624,6984,285,0,4515,64,24848,7822,17026,9312,6339,3299,4709,2595,5248,3069,730,349
11105,2011,38103,38445,13.8,8.3,29592,807,104,3660,0,3278,662,8810,29293,22547,21683,864,15556,8669,6887,6185,3475,862,32,4808,194,36461,14723,21738,9054,7145,3272,11388,4236,1854,984,1351,562
11106,2011,36305,33957,21.2,9.8,21629,2982,73,6398,0,4300,923,10499,25806,20658,19358,1300,15647,7924,7723,3563,5108,590,105,6210,71,34964,14020,20944,9981,9058,4311,7762,3670,2994,1548,1130,452
11109,2011,2916,80568,6.3,7.4,2175,131,0,450,0,41,119,361,2555,1888,1842,46,1028,352,676,399,429,14,11,116,59,2625,1624,1001,134,183,27,364,51,332,56,122,0
11368,2011,103401,20401,22.0,6.7,46880,12652,669,12243,304,28558,2095,74046,29355,37100,35394,1706,66301,20790,45511,1558,10229,1590,10,52887,27,94716,13999,80717,52369,64805,43213,7018,3136,7461,5573,1433,447
11369,2011,39677,26888,16.2,8.5,9342,7263,107,5095,40,16352,1478,24840,14837,17813,16985,828,21864,9710,12154,469,3490,143,0,17762,0,36873,9317,27556,14703,21963,12474,3747,1340,1824,883,22,6
11370,2011,38370,25154,13.9,10.7,13352,6571,243,7329,0,9340,1535,14471,23899,20785,19362,1423,17585,8713,8872,2065,6206,935,22,8343,14,36771,11775,24996,13165,13635,8401,7448,2887,2621,1557,1292,320
11372,2011,63520,26938,17.5,8.1,33645,1625,127,14472,26,11536,2089,35496,28024,23150,21652,1498,40370,17440,22930,3298,11823,355,14,24777,103,59805,10215,49590,29632,32328,20274,10769,5536,6004,3671,489,151
11373,2011,96474,26033,18.5,6.6,38280,1413,142,46866,53,8191,1529,40108,56366,27399,25980,1419,69075,29422,39653,2237,37384,551,38,28790,75,90697,9472,81225,53378,36374,24538,12449,7389,31878,21168,524,283
11377,2011,87143,30303,14.0,7.0,40554,2695,136,31087,111,10440,2120,33692,53451,35965,33807,2158,51178,22570,28608,4756,25047,539,81,20689,66,82692,18281,64411,35781,30143,16663,15613,8246,17562,10346,1093,526
11378,2011,33672,36834,8.9,7.2,27652,310,61,2787,21,2480,361,8248,25424,21398,20479,919,12274,7572,4702,6276,1944,85,0,3935,34,31331,14654,16677,8083,6717,2804,7664,3933,1919,1148,377,198
11354,2011,53050,30166,16.2,9.5,15343,2275,278,30338,0,3331,1485,8854,44196,20534,19697,837,32516,15504,17012,2003,24949,243,0,5222,99,50875,10962,39913,25218,8155,3631,4816,1929,26661,19564,281,94
11355,2011,82505,25834,18.3,10.2,15962,2810,890,56173,31,4467,2172,12770,69735,23992,22774,1218,58513,27727,30786,2383,47251,292,1,8485,101,78431,11789,66642,43479,10998,5545,10866,4700,44358,33134,420,100
11356,2011,21721,35356,8.4,8.8,12022,380,0,5309,0,3648,362,7682,14039,12324,11820,504,9397,4896,4501,1225,4255,45,0,3837,35,20432,7345,13087,6187,6495,2756,1913,781,4628,2611,51,39
11357,2011,40516,43122,4.6,10.0,31638,229,31,6809,0,1096,713,5176,35340,28297,27694,603,12219,8903,3316,4944,5059,187,0,1935,86,37802,19191,18611,8168,3206,1282,9741,3516,5461,3314,203,56
11358,2011,38668,38616,9.9,9.1,19464,707,10,15299,42,2244,902,5209,33459,20509,19962,547,18159,9559,8600,3480,11701,41,16,2831,90,36429,13059,23370,11299,4079,1421,6957,2168,12237,7660,97,50
11359,2011,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360,2011,20953,47686,5.4,7.5,13369,193,0,6488,0,451,452,1583,19370,13751,13481,270,7202,5166,2036,1689,4654,29,5,768,57,19808,10260,9548,4589,1057,472,2805,979,5425,3125,261,13
11361,2011,28926,43213,7.5,7.6,16610,926,181,8460,13,1958,778,4391,24535,17680,17280,400,11246,7065,4181,1856,6769,165,10,2375,71,27336,12968,14368,6796,3175,920,3664,1273,7385,4595,144,8
11362,2011,17492,46280,5.7,6.5,10361,439,19,6267,4,231,171,2012,15480,11055,10809,246,6437,4596,1841,805,4376,67,0,1081,108,16588,7895,8693,3918,1676,688,2112,645,4845,2544,60,41
11363,2011,7052,53228,1.6,6.7,4351,62,0,2317,0,304,18,814,6238,4478,4374,104,2574,1508,1066,260,1758,34,0,493,29,6772,3175,3597,1626,671,386,1050,217,1834,1023,42,0
11364,2011,35372,42366,9.3,7.2,17530,540,92,15819,0,660,731,2871,32501,20146,19652,494,15226,11052,4174,1986,11551,256,1,1421,11,33248,13418,19830,9149,1947,600,4368,1265,13077,7159,438,125
11374,2011,42888,43130,9.6,8.9,27039,1307,263,11050,0,2114,1115,6676,36212,19111,18337,774,23777,15321,8456,7433,12311,333,0,3656,44,40409,11403,29006,13755,5730,2035,14543,7213,7042,3896,1691,611
11375,2011,69266,53433,7.1,6.4,43454,1780,163,18459,133,3566,1711,7985,61281,36279,34492,1787,32987,23108,9879,9887,17834,516,66,4234,450,65832,28583,37249,14740,6025,1687,16823,6848,11881,5443,2520,762
11379,2011,34529,41174,8.1,6.5,29655,627,70,2493,34,1463,187,5961,28568,23966,23155,811,10563,7134,3429,5567,2296,221,0,2437,42,33148,19304,13844,5818,4464,1372,7048,2923,1905,1225,427,298
11385,2011,99295,31673,17.1,7.8,78838,1888,299,6538,0,9826,1906,45561,53734,59594,55543,4051,39701,17111,22590,16807,5346,1325,7,16168,48,92277,37516,54761,24047,32936,12678,17249,8755,3701,2103,875,511
11365,2011,41283,35400,12.0,9.1,15495,3256,44,17904,65,3449,1070,6771,34512,21351,20495,856,19932,11687,8245,2037,14117,185,10,3361,222,38770,13836,24934,10636,4971,1204,6657,1815,12567,7459,739,158
11366,2011,14160,37398,6.9,9.9,6780,1123,47,5538,0,314,358,1413,12747,7193,6859,334,6967,4815,2152,973,5018,46,0,911,19,13354,4797,8557,3875,1160,342,2753,1029,4354,2395,290,109
11367,2011,38835,36186,16.2,10.1,22440,4619,173,8156,0,2811,636,5988,32847,24653,23616,1037,14182,9657,4525,2501,8552,302,3,2713,111,35406,16481,18925,7781,4513,1487,6264,2587,5240,3079,2908,628
11414,2011,28480,41314,8.9,7.6,24124,1150,71,577,61,1516,981,6011,22469,23224,21908,1316,5256,3937,1319,2649,532,114,0,1946,15,27254,19000,8254,3061,3806,1495,4064,1481,293,85,91,0
11415,2011,18677,42182,11.9,8.6,11288,1538,7,2831,20,2662,331,5248,13429,10628,10006,622,8049,5328,2721,1685,3165,245,0,2915,39,17571,7541,10030,4131,4144,1362,4435,2151,802,363,649,255
11416,2011,23852,29046,13.4,13.1,6656,1766,16,7655,11,6468,1280,10490,13362,12145,11320,825,11707,6284,5423,458,4014,25,0,7172,38,22114,8625,13489,5542,8192,3191,3343,1397,1810,895,144,59
11417,2011,29928,31425,12.0,9.5,12456,2325,421,7769,0,5224,1733,10313,19615,17102,16549,553,12826,7180,5646,975,2978,164,0,8704,5,27865,15328,12537,4778,7387,2638,3628,1492,1461,635,61,13
11418,2011,36005,30837,12.0,10.8,14601,4087,230,7487,0,8025,1575,15613,20392,16749,15236,1513,19256,9973,9283,1457,4480,314,27,12908,70,33834,13577,20257,9355,12878,6538,5589,2113,1263,653,527,51
11419,2011,48138,25780,14.7,7.8,5885,8786,416,16050,46,14339,2616,8134,40004,16072,14998,1074,32066,17031,15035,456,7606,207,0,23797,0,45686,29343,16343,7770,6777,3308,7950,3546,1438,840,178,76
11420,2011,47243,30461,11.2,9.2,8428,13830,282,8810,104,13463,2326,11692,35551,22486,21202,1284,24757,15359,9398,459,2387,121,1,21738,51,44303,29724,14579,5232,10031,3513,3270,1210,840,437,438,72
11421,2011,40975,29529,14.4,12.7,15676,2576,35,7043,24,13998,1623,23450,17525,22705,21035,1670,18270,9800,8470,1741,4615,208,0,11666,40,38100,12152,25948,10932,18820,7177,3226,1321,3524,2269,378,165
11412,2011,36932,34644,7.7,13.0,621,33260,137,757,116,1336,705,2038,34894,24781,24359,422,12151,7561,4590,80,437,370,0,11234,30,34834,29959,4875,1740,1529,454,2603,966,435,230,308,90
11423,2011,30890,30410,12.1,12.0,5439,12463,310,7217,51,3814,1596,5370,25520,14569,13882,687,16321,10093,6228,763,2889,796,16,11748,109,29129,18304,10825,4788,4109,2161,4115,1703,1787,778,814,146
11432,2011,56900,26854,19.3,11.4,11608,9818,337,20834,18,11043,3242,14626,42274,25071,24152,919,31829,17187,14642,1651,14172,623,9,15244,130,53144,20098,33046,16487,12374,7171,14604,7262,5062,1818,1006,236
11433,2011,30076,30401,25.0,14.3,789,23147,343,1386,26,3893,492,4281,25795,20445,19806,639,9631,5388,4243,42,807,487,0,8277,18,27855,22402,5453,2826,3105,1573,1637,846,442,311,269,96
11434,2011,61183,33880,12.8,12.5,1707,53347,101,1188,21,3782,1037,5691,55492,41662,40837,825,19521,12081,7440,179,565,1529,0,17122,126,57659,48470,9189,3501,4126,1798,3553,1179,393,101,1117,423
11435,2011,52358,30838,15.2,13.3,11471,12713,150,12073,0,13352,2599,16948,35410,25960,24743,1217,26398,13585,12813,1835,7614,842,0,16059,48,48572,22052,26520,14265,14124,8101,8469,4312,2883,1385,1044,467
11436,2011,16956,33759,12.6,11.3,484,12529,130,1089,22,2167,535,1855,15101,11001,10820,181,5955,3129,2826,52,601,498,0,4800,4,15808,12764,3044,1191,1424,577,945,446,306,77,369,91
11451,2011,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11004,2011,14050,45144,6.1,6.6,6894,583,42,5471,0,512,548,1704,12346,8559,8440,119,5491,3719,1772,535,4184,7,0,745,20,13312,6450,6862,2604,916,290,3496,1401,2108,851,342,62
11005,2011,1797,34148,2.3,8.4,1775,22,0,0,0,0,0,47,1750,1649,1591,58,148,139,9,85,22,0,0,31,10,1797,1673,124,34,36,12,77,11,11,11,0,0
11411,2011,20426,40103,5.9,6.9,660,18902,60,328,0,154,322,843,19583,12560,12251,309,7866,5487,2379,176,264,305,0,7069,52,19528,15590,3938,1375,649,212,2829,1010,277,138,183,15
11413,2011,39922,37543,6.4,7.9,1129,37290,65,293,0,271,874,1653,38269,25305,24842,463,14617,9642,4975,182,389,565,0,13425,56,37902,31769,6133,1584,1328,181,3800,1061,352,221,653,121
11422,2011,31739,38223,5.3,7.3,3103,26312,11,1202,0,512,599,2213,29526,18080,17681,399,13659,9418,4241,205,701,1306,0,11401,46,29744,21481,8263,2008,1752,394,4511,1351,457,99,1543,164
11426,2011,19165,42051,3.5,8.4,8475,807,138,7460,0,1710,575,3170,15995,12050,11686,364,7115,4750,2365,370,4766,45,0,1934,0,18111,9382,8729,3556,2585,899,3800,1736,2298,921,46,0
11427,2011,24385,36398,9.7,6.8,7124,6535,55,8211,0,1533,927,3642,20743,12880,12463,417,11505,7507,3998,363,5027,92,0,6005,18,22959,11279,11680,4247,2829,1168,5952,2096,2453,919,446,64
11428,2011,19764,34612,5.5,7.9,5116,4600,226,6027,113,2087,1595,5058,14706,8569,8199,370,11195,7140,4055,313,2988,137,0,7742,15,18769,9031,9738,4032,4185,1893,3246,1264,2086,783,221,92
11429,2011,29167,32124,10.5,11.5,2092,23995,0,1185,0,525,1370,3141,26026,15944,15527,417,13223,8338,4885,193,559,562,19,11890,0,27697,18111,9586,3001,2277,617,6148,2059,371,223,790,102
11040,2011,40296,49860,3.6,6.9,25263,886,47,11622,0,1345,1133,3301,36995,27510,27097,413,12786,9413,3373,3133,7542,242,0,1767,102,38342,22348,15994,5997,2095,599,7509,2445,6102,2905,288,48
11001,2011,26905,47235,2.8,6.5,19707,1726,17,3698,34,885,838,2833,24072,21530,21263,267,5375,3861,1514,1185,2571,45,10,1553,11,25357,18619,6738,2214,1906,494,2954,1003,1815,681,63,36
11691,2011,59376,29627,26.0,11.0,22245,30779,57,972,0,3983,1340,16107,43269,39029,37369,1660,20347,10088,10259,2571,1117,848,46,15726,39,53562,35175,18387,11108,12140,7856,4201,2722,399,266,1647,264
11692,2011,17070,29168,28.0,13.1,3135,12276,111,403,0,768,377,3708,13362,12737,12261,476,4333,2648,1685,403,464,747,0,2719,0,15841,12243,3598,1862,2297,1211,752,422,33,33,516,196
11693,2011,11407,40223,16.0,10.4,6336,4113,0,303,0,508,147,1901,9506,9299,9053,246,2108,1456,652,654,264,312,0,868,10,10758,8268,2490,1026,1243,402,876,480,233,109,138,35
11694,2011,20792,47255,6.1,6.4,17657,1992,0,291,0,613,239,2794,17998,17641,17427,214,3151,1934,1217,1548,352,145,0,1100,6,19810,16339,3471,1507,1537,631,1520,785,198,22,216,69
11697,2011,4381,46455,1.9,5.8,4363,4,0,0,0,0,14,58,4323,4340,4333,7,41,41,0,19,0,0,0,22,0,4138,4027,111,22,12,1,99,21,0,0,0,0
11096,2011,8443,27328,13.5,12.2,3029,2251,0,271,0,2416,476,3855,4588,5569,5483,86,2874,1467,1407,284,166,0,0,2424,0,8036,4371,3665,1610,3106,1423,452,163,97,14,10,10
10302,2011,17128,34608,23.1,7.8,10103,3703,29,1023,0,1913,357,6392,10736,12587,12120,467,4541,1599,2942,476,938,250,0,2825,52,15761,9655,6106,2710,4417,1945,968,425,308,189,413,151
10303,2011,26274,35579,17.4,8.1,10050,9720,179,2394,0,2558,1373,9485,16789,19455,18040,1415,6819,3993,2826,241,1557,1424,0,3597,0,24394,15038,9356,3289,6252,2217,1134,408,1106,557,864,107
10310,2011,24473,40978,18.4,10.3,14183,6112,22,1338,0,2106,712,6015,18458,20219,19657,562,4254,1917,2337,646,1029,532,2,2041,4,22877,16517,6360,2501,3714,1707,1231,312,731,343,684,139
10301,2011,39367,33361,23.1,8.1,24018,9016,162,2618,0,2515,1038,9959,29408,31050,30016,1034,8317,3971,4346,1949,2142,614,0,3513,99,36559,24857,11702,4106,6332,2117,3637,1199,1296,710,437,80
10304,2011,40934,32658,19.8,7.4,20809,10969,45,4844,0,3048,1219,9492,31442,28123,26719,1404,12811,6301,6510,2517,3447,2392,18,4320,117,38018,23516,14502,6425,6573,2905,4160,1378,2798,1733,971,409
10305,2011,40085,41979,9.8,7.3,30946,1884,82,4807,0,1692,674,6395,33690,27876,26730,1146,12209,7487,4722,5625,4256,395,0,1896,37,37924,21262,16662,7505,3950,1396,8313,3563,3161,2086,1238,460
10314,2011,87662,46196,8.1,5.9,69703,2904,241,11358,0,2368,1088,10534,77128,67886,66460,1426,19776,14100,5676,6648,9214,1093,8,2764,49,82302,54836,27466,9756,5497,1557,11253,3776,7884,3712,2832,711
10306,2011,55710,46360,6.5,7.0,49421,1583,36,2298,0,1810,562,7307,48403,44403,43577,826,11307,7886,3421,6890,2092,525,0,1759,41,52399,36766,15633,6079,3636,1190,9297,3650,1722,914,978,325
10307,2011,14363,50597,1.6,5.6,13721,195,0,287,0,53,107,1315,13048,13092,13001,91,1271,947,324,710,211,58,0,292,0,13462,11884,1578,484,364,116,1080,364,61,4,73,0
10308,2011,29014,50784,4.2,5.1,27164,6,89,1275,0,311,169,2286,26728,25221,24865,356,3793,3044,749,2452,862,107,16,342,14,27522,21855,5667,1651,1201,348,3694,1121,387,128,385,54
10309,2011,30706,49535,6.1,4.7,28190,883,13,1210,0,115,295,3220,27486,26795,26490,305,3911,2987,924,2233,1000,154,0,511,13,28967,23679,5288,2017,1068,351,3178,1282,859,341,183,43
10312,2011,60318,48416,6.1,6.6,56109,634,18,2785,0,276,496,5838,54480,51925,51177,748,8393,6842,1551,4513,2225,742,0,877,36,57504,46558,10946,3600,2050,543,6171,2080,1879,734,846,243
83,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11430,2011,53,12422,71.7,34.0,6,31,0,0,0,16,0,21,32,37,37,0,16,16,0,0,0,0,0,16,0,53,32,21,21,21,21,0,0,0,0,0,0
11371,2011,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10463,2012,69371,35964,17.2,10.7,31400,10187,292,3134,0,21121,3237,33685,35686,46661,42426,4235,22710,13302,9408,4490,2872,886,29,14344,89,64534,29056,35478,15032,27208,11744,4637,1779,1690,902,1943,607
10471,2012,21792,49988,7.7,6.8,15965,1779,0,1269,0,2266,513,4508,17284,17383,16585,798,4409,2860,1549,1534,1121,231,46,1412,65,20668,14076,6592,2099,3556,831,1806,652,912,532,318,84
10466,2012,71631,30382,20.2,11.1,5887,54968,292,1455,0,8081,948,14488,57143,41765,38311,3454,29866,17751,12115,759,703,2026,0,26378,0,66528,50136,16392,5005,11508,3778,2689,716,572,203,1623,308
10469,2012,71580,36526,12.9,17.0,14242,40052,226,3527,2,11424,2107,17661,53919,45394,40981,4413,26186,16711,9475,2952,2031,2502,24,18663,14,67378,45151,22227,6768,12671,3575,5305,1735,1513,664,2738,794
10470,2012,15647,38495,11.2,11.9,7081,5371,44,619,0,2195,337,2899,12748,10319,9921,398,5328,3065,2263,1449,266,464,0,3149,0,14382,10855,3527,1154,2383,670,568,229,248,144,328,111
10475,2012,41625,37125,13.1,11.6,7885,25691,260,465,0,5813,1511,12605,29020,32663,29280,3383,8962,5894,3068,801,321,1137,13,6690,0,39989,28295,11694,3739,9232,2893,1283,548,124,47,1055,251
10458,2012,74911,19313,38.3,14.0,14836,17462,352,3070,16,36789,2386,47940,26971,47332,41438,5894,27579,10103,17476,2064,1992,2955,0,20538,30,69082,21924,47158,21161,38583,17009,4323,2468,1444,698,2808,986
10467,2012,96319,28559,26.1,14.9,18775,36384,514,5601,30,31034,3981,44178,52141,60111,53861,6250,36208,16327,19881,3971,4783,2196,35,25100,123,88393,41258,47135,22111,35046,15725,7511,4275,2064,1292,2514,819
10468,2012,73205,21609,31.1,16.0,10672,17981,394,3186,27,38304,2641,50412,22793,41714,36110,5604,31491,12590,18901,803,2404,2835,0,25418,31,67953,18554,49399,20243,42093,17989,2351,793,1893,1010,3062,451
10461,2012,51599,36710,14.9,11.5,27110,3537,134,5852,0,13006,1960,19104,32495,37128,34233,2895,14471,7695,6776,4473,4378,347,7,5239,27,48598,23106,25492,8849,13650,3800,8135,3306,3141,1506,566,237
10462,2012,75709,34002,20.7,9.8,17814,20823,347,9152,7,25132,2434,35303,40406,50488,44072,6416,25221,12862,12359,2682,6787,2142,0,13610,0,69793,29808,39985,14935,26629,8824,8310,3711,3011,1654,2035,746
10464,2012,3974,52139,5.8,5.4,3050,118,0,55,0,674,77,1050,2924,3448,3315,133,526,301,225,186,70,0,0,223,47,3947,2998,949,282,616,123,239,114,59,45,35,0
10465,2012,43897,43125,13.9,9.6,28423,4709,216,1101,0,8360,1088,15399,28498,37320,34755,2565,6577,4475,2102,2487,728,327,0,2963,72,41654,25654,16000,5034,10816,2813,4016,1693,581,342,587,186
10472,2012,67915,22581,33.1,12.6,9442,21076,646,3766,0,26854,6131,44562,23353,41807,34562,7245,26108,8968,17140,274,2529,1409,0,21884,12,61862,21011,40851,22049,35915,19170,2677,1566,810,453,1449,860
10473,2012,58403,32000,23.1,8.3,9887,22027,131,1058,0,23661,1639,36291,22112,46856,39205,7651,11547,6961,4586,135,533,1589,0,9282,8,54831,25021,29810,8533,27223,7950,653,141,367,118,1567,324
10453,2012,79143,17447,38.8,20.9,9208,27421,508,685,88,37890,3343,53148,25995,46766,41069,5697,32377,11006,21371,270,448,4016,0,27643,0,72298,22638,49660,25257,44224,23459,1485,436,148,16,3803,1346
10457,2012,69411,19571,40.6,16.6,10160,26260,271,1042,36,29647,1995,45885,23526,44240,38280,5960,25171,9248,15923,399,623,3756,20,20373,0,62622,19533,43089,19002,37753,16613,1741,838,236,94,3359,1457
10460,2012,56011,20956,38.5,17.6,8520,14233,204,1021,0,30637,1396,40670,15341,37586,31715,5871,18425,7071,11354,275,894,1542,10,15682,22,51225,16300,34925,15765,31214,14168,1450,501,437,262,1824,834
10451,2012,45931,21089,36.5,16.2,8700,21689,742,677,0,13054,1069,26781,19150,32025,27499,4526,13906,5330,8576,202,613,1963,0,11128,0,42592,16384,26208,12004,22841,10707,943,348,496,242,1928,707
10452,2012,74520,20118,37.4,16.0,11416,26040,604,844,0,33801,1815,49733,24787,42551,37224,5327,31969,12502,19467,208,697,5445,22,25597,0,68103,17788,50315,26649,42696,23465,2533,827,359,221,4727,2136
10456,2012,87796,19745,40.0,17.8,9233,36953,326,648,35,38140,2461,51218,36578,59382,51479,7903,28414,9861,18553,180,608,5159,8,22446,13,81122,30899,50223,24249,42612,20665,2728,1529,444,246,4439,1809
10454,2012,37850,17282,46.1,15.7,14028,13055,172,546,0,9372,677,27438,10412,27322,22311,5011,10528,3102,7426,134,311,309,0,9774,0,34353,11266,23087,14531,22203,13928,376,227,149,134,359,242
